User ID,Mobile No.,User DOB,User Job,Duration,Intl_Plan,Voicemail_Plan,Voicemail_Messages,Day_Minutes,Day_Calls,Day_Charge,Eve_Minutes,Eve_Calls,Eve_Charge,Night_Minutes,Night_Calls,Night_Charge,Intl_Minutes,Intl_Calls,Intl_Charge,Service_Calls,Attrition
1584,6857965303,1992-09-21,Environmental health practitioner,78,no,yes,25.0,197.4,73,436.28000000000003,,113,326.69,211.7,73,123.88999999999999,13.2,2,46.28,0,No
1585,6330089426,1974-02-27,"Social research officer, government",94,no,no,,163.5,136,361.40000000000003,143.7,111,158.73000000000002,,82,148.20000000000002,12.6,5,,1,No
1587,8213634434,1968-07-05,"Scientist, audiological",89,no,no,0.0,82.3,77,181.87,167.2,80,184.73000000000002,194.7,70,113.88,7.2,4,25.22,1,No
1588,7769142277,1958-08-21,"Therapist, speech and language",128,,no,0.0,216.0,111,477.36,153.7,115,169.78,,74,132.86,12.7,4,,1,No
1589,6813854609,1974-04-03,Company secretary,115,yes,no,0.0,180.0,119,397.8,198.8,126,219.7,217.1,70,127.00999999999999,12.4,3,43.550000000000004,1,No
1590,6424387590,1953-02-11,Sports administrator,76,no,no,0.0,143.7,55,317.59,173.1,108,191.23000000000002,239.1,95,139.88,5.8,6,,1,No
1591,7164856362,1953-08-01,"Surveyor, building",75,no,yes,39.0,198.2,107,437.96999999999997,280.4,132,309.78999999999996,,73,75.79,11.3,7,39.65,1,No
1592,8123314928,1998-06-08,Chief Executive Officer,90,no,yes,29.0,185.6,106,410.15000000000003,219.7,113,242.71000000000004,152.1,120,88.92,11.1,5,,2,No
1593,9558387870,1981-01-02,Child psychotherapist,30,no,no,0.0,137.6,108,304.07,,80,179.01,187.7,126,109.85,5.8,10,20.41,3,No
1595,7255168992,1957-12-20,"Engineer, electronics",102,no,yes,31.0,125.3,92,276.90000000000003,141.2,108,156.0,168.2,68,98.41,6.3,2,,3,No
1596,9919856235,2000-08-21,Medical illustrator,83,,no,0.0,178.8,102,395.2,,84,185.51,178.9,65,104.65,8.6,4,30.159999999999997,3,No
1597,9586600607,1998-08-28,Nature conservation officer,63,no,yes,49.0,214.9,86,474.89,198.2,89,219.05,170.8,139,99.97,8.2,5,28.73,0,No
1598,6459505653,1967-01-18,"Producer, radio",155,no,no,0.0,163.0,93,360.23,,102,225.28999999999996,159.0,109,92.95,15.1,4,,2,No
1599,6579240872,1989-08-12,"Producer, radio",82,no,yes,29.0,163.8,77,362.05,134.9,112,149.11,79.3,95,46.41,8.8,2,30.939999999999998,2,No
1600,6182144809,1946-01-20,Probation officer,87,no,no,0.0,189.5,113,418.86,,100,226.46000000000004,221.7,93,129.74,13.4,3,47.06,1,No
1601,9014909550,1978-01-30,Land/geomatics surveyor,115,no,yes,26.0,155.2,,342.94,230.9,133,255.19,261.6,100,153.01,4.5,4,15.86,0,No
1603,7217929343,2003-05-17,"Physicist, medical",121,,yes,44.0,254.1,127,561.6,180.2,108,199.16,,129,114.79,8.7,4,30.55,3,No
1604,9949959747,1980-06-14,Volunteer coordinator,54,no,yes,,112.0,90,247.51999999999998,208.0,112,229.84,150.3,83,87.88,11.3,4,39.65,2,No
1605,9617901197,1980-02-06,"Scientist, research (maths)",105,no,no,0.0,115.5,73,255.32,267.3,83,295.36,114.2,90,66.82,13.3,5,46.67,3,No
1606,8961024550,1986-02-10,Armed forces logistics/support/administrative officer,73,no,no,0.0,137.1,102,303.03,210.8,114,232.96000000000004,191.4,120,111.92999999999999,11.1,4,39.0,1,No
1607,7215114437,1975-03-30,Science writer,95,no,no,0.0,198.4,113,438.48999999999995,235.9,144,260.65000000000003,325.6,99,190.45000000000002,10.1,3,35.49,0,No
1608,8307773510,1987-01-15,"Development worker, international aid",21,no,yes,19.0,132.7,94,293.28,204.6,101,226.07,154.7,78,90.48,12.9,7,45.24,3,No
1609,8732506711,1960-06-17,Office manager,163,no,yes,25.0,219.6,99,485.28999999999996,210.4,99,232.44,242.7,88,141.96,13.8,8,,2,No
1610,7369173821,1950-11-01,Graphic designer,57,no,no,0.0,169.6,96,374.78999999999996,234.7,112,259.34999999999997,285.4,83,166.92,11.2,4,39.26,0,No
1611,7952408591,1963-02-12,"Civil engineer, consulting",104,yes,no,,160.4,73,354.51,293.9,103,324.74,306.6,90,179.4,12.6,5,44.199999999999996,4,No
1612,7870141493,1975-11-22,Chartered public finance accountant,83,no,yes,20.0,95.0,89,209.95,167.9,92,185.51,200.6,79,117.38999999999999,11.2,2,,0,No
1613,9718938533,1994-02-25,Press sub,141,no,no,0.0,160.1,87,353.86,256.7,120,283.66,270.0,107,157.95000000000002,7.0,1,,2,No
1614,8695188015,1966-08-11,Horticultural therapist,95,,no,0.0,194.6,114,430.03999999999996,232.8,106,257.27,173.4,92,101.39999999999999,3.8,2,13.39,3,No
1616,9223411428,1991-04-04,Historic buildings inspector/conservation officer,74,no,no,0.0,157.1,95,347.23,213.1,36,235.43,280.4,77,164.06,7.6,3,26.65,2,No
1617,9816318484,1958-05-21,Mudlogger,67,no,no,0.0,179.8,125,397.41,173.2,86,191.36,272.8,97,159.64,10.9,4,,0,No
1618,7942984019,1961-12-31,"Optician, dispensing",104,yes,no,0.0,148.2,108,327.47,161.8,113,178.75,259.3,103,151.71,11.0,4,38.61,0,No
1619,9863998548,1988-08-10,Occupational psychologist,71,no,yes,39.0,183.2,,404.82,209.4,111,231.4,172.4,109,100.88,11.9,6,41.73,1,No
1621,7814732335,1982-06-24,General practice doctor,154,no,yes,35.0,224.0,102,495.03999999999996,192.0,99,212.16,163.1,100,95.42,9.6,2,33.67,0,No
1622,8765789992,1946-04-05,Investment analyst,138,no,yes,21.0,19.5,149,43.16,140.9,109,155.74,179.7,111,105.17,7.9,1,,0,No
1623,8518057653,1982-11-20,Chief Strategy Officer,117,no,no,0.0,184.8,83,408.46000000000004,248.6,101,274.69,133.1,113,77.87,9.6,8,,1,No
1624,6271335086,1981-12-10,Volunteer coordinator,130,,no,,176.3,140,389.61,201.0,104,222.17,161.9,123,94.77,11.3,5,39.65,1,No
1625,8364176231,1949-07-25,Curator,73,no,no,0.0,241.7,115,534.1700000000001,,133,186.16,169.8,122,99.32,11.1,2,39.0,2,No
1626,6131255676,1972-06-21,"Programme researcher, broadcasting/film/video",100,no,yes,38.0,224.7,121,496.6,294.0,131,324.87,290.0,61,169.65,9.8,6,34.449999999999996,0,No
1627,6590151907,2005-03-26,Operational investment banker,149,no,no,0.0,207.3,115,458.12,198.4,82,219.18,114.1,83,66.69,8.6,4,30.159999999999997,1,No
1628,9744240074,1970-02-15,"Psychologist, occupational",29,no,no,0.0,196.8,,434.98,,110,185.64,132.6,98,77.61,12.7,7,44.59,2,No
1629,7984967336,1955-04-19,"Engineer, automotive",131,no,no,0.0,110.9,74,245.05,115.6,90,127.79,190.5,114,111.41,15.8,9,,1,No
1630,6786075694,1984-08-27,Financial controller,153,no,no,0.0,122.5,145,270.78999999999996,273.3,103,301.99,197.8,71,115.7,8.0,3,28.080000000000002,2,No
1631,8703534395,2005-08-07,Clinical psychologist,84,,no,0.0,226.9,144,501.41,201.6,122,222.82,130.2,121,76.18,13.2,5,46.28,2,No
1632,9494060210,1966-04-15,Fast food restaurant manager,133,no,no,0.0,187.0,,413.27,141.4,128,156.26,,108,139.36,10.0,8,35.1,2,No
1633,9688738219,1977-03-19,Paramedic,112,no,no,0.0,170.5,113,376.87,193.2,129,213.46000000000004,,91,109.98000000000002,11.2,6,39.26,0,No
1634,7090878601,1965-08-02,"Programmer, systems",87,no,no,0.0,204.8,101,452.66,161.0,80,177.97,285.7,89,167.18,9.5,3,,0,No
1635,7303653138,1965-12-29,"Programmer, applications",72,no,no,0.0,165.9,114,366.59999999999997,235.9,97,260.65000000000003,210.1,120,122.85,12.0,5,,2,No
1637,7519111953,1946-05-16,Secretary/administrator,65,no,yes,29.0,158.1,104,349.44,322.2,81,356.07,210.0,96,122.85,8.9,6,31.2,1,No
1638,8106254426,1963-04-07,Chartered management accountant,74,no,no,0.0,225.2,93,497.64,215.1,120,237.64000000000001,241.8,95,141.44,9.1,2,31.98,2,No
1640,6769853851,2000-11-30,Air traffic controller,68,no,no,0.0,172.7,95,381.68,139.1,90,153.66,174.3,99,101.92,11.7,1,41.08,2,No
1641,7774159226,1959-03-25,Armed forces training and education officer,68,no,no,0.0,222.8,99,492.44000000000005,175.8,85,194.22,202.0,111,118.17,11.0,3,,3,No
1642,6167817307,1984-08-03,"Development worker, international aid",54,,no,0.0,214.1,77,473.2,240.5,94,265.72,188.9,75,110.5,10.1,3,35.49,1,No
1643,6168055267,1965-03-16,Building control surveyor,99,no,no,0.0,54.8,92,121.16,173.0,103,191.23000000000002,195.1,125,114.13999999999999,7.5,3,26.389999999999997,1,No
1644,6624405231,1966-07-26,Psychiatrist,107,no,no,0.0,134.0,,296.14,174.5,94,192.79,311.1,79,182.0,7.3,3,25.61,3,No
1645,9671665332,1971-08-23,Firefighter,124,no,no,0.0,184.8,74,408.46000000000004,175.1,84,193.44,158.2,95,92.56,10.5,6,36.92,1,No
1646,7535593740,1969-10-08,Television production assistant,95,no,yes,36.0,283.1,112,625.69,286.2,86,316.28999999999996,261.7,129,153.14,11.3,3,39.65,3,No
1648,6462323952,1996-11-08,Chief Financial Officer,110,no,no,0.0,222.7,,492.18,,98,116.87,214.8,78,125.71,13.5,4,47.449999999999996,1,No
1649,6101002945,1956-06-15,Lexicographer,102,no,no,0.0,174.5,79,385.71000000000004,236.8,136,261.69,270.4,110,158.21,8.5,5,29.9,0,No
1650,8885431796,1988-09-14,Data scientist,130,no,no,0.0,68.4,86,151.19,193.3,110,213.59,171.5,139,100.36,10.4,4,36.53,0,No
1651,9726168990,1994-02-03,"Engineer, biomedical",91,no,yes,31.0,273.0,78,603.3299999999999,215.5,98,238.16,,114,61.23,9.6,2,33.67,1,No
1653,6532499267,1954-01-31,"Engineer, maintenance",176,,yes,23.0,283.2,130,625.82,162.6,74,179.66,177.7,104,104.0,7.2,6,,1,No
1655,6350555287,1950-06-28,"Surveyor, minerals",84,no,yes,,89.7,87,198.25,,73,153.14,165.8,114,96.98,10.7,2,37.57,1,No
1656,8411390395,1947-06-03,Cytogeneticist,138,no,no,0.0,127.1,102,280.93,247.7,106,273.65000000000003,207.7,75,121.55,5.0,3,17.55,3,No
1657,8706607146,1990-11-23,Advertising account planner,101,no,yes,,105.9,132,234.0,231.7,107,255.97000000000003,281.3,120,164.58,10.7,5,37.57,1,No
1658,8571155306,2003-12-26,Fine artist,136,no,no,,142.3,79,314.47,,113,174.59,,75,103.87,6.0,11,21.060000000000002,2,No
1659,8459855805,1967-10-05,"Psychologist, occupational",111,no,no,0.0,191.3,80,422.76000000000005,138.5,94,153.01,246.0,107,143.91,6.4,3,22.49,2,No
1660,9529570332,1989-11-05,Animal technologist,132,,yes,36.0,201.9,,446.16,156.3,75,172.76999999999998,131.3,92,76.83,13.7,5,48.1,0,No
1661,9364851939,2000-06-07,Solicitor,128,no,no,,247.3,91,546.52,182.7,60,201.89,143.2,112,83.72,14.7,2,,3,No
1662,6548876802,2000-02-03,Social worker,92,no,yes,38.0,242.2,96,535.21,,144,176.41,210.0,108,122.85,8.9,1,31.2,1,No
1664,6855951795,1962-11-10,Clinical biochemist,191,no,no,,162.0,104,358.02,241.2,120,266.5,210.4,83,123.11000000000001,10.9,7,38.22,1,No
1665,8509133483,1947-10-20,Community development worker,99,no,yes,33.0,179.1,93,395.84999999999997,238.3,102,263.38,165.7,96,96.98,10.6,1,37.18,2,No
1666,7586932900,1956-11-06,Charity officer,106,no,yes,31.0,197.4,125,436.28000000000003,,110,136.37,,101,67.60000000000001,12.3,4,43.16,3,No
1667,6948589353,1943-10-19,"Engineer, mining",88,no,no,0.0,148.2,82,327.47,,67,341.12,235.4,79,137.67,6.4,4,,2,No
1668,8681161035,1950-08-16,"Research officer, trade union",78,no,no,0.0,193.1,85,426.78999999999996,172.1,105,190.19,129.6,119,75.79,10.2,1,35.75,0,No
1669,8784995818,1984-01-28,"Physicist, medical",98,no,no,0.0,171.7,99,379.47,,87,193.18,189.6,130,110.88999999999999,7.8,6,27.43,1,No
1670,6633520754,1954-07-30,Recruitment consultant,17,no,yes,35.0,198.5,123,438.75,270.6,74,299.0,209.9,130,122.85,8.1,10,28.47,1,No
1671,6606382768,1957-01-27,"Administrator, arts",56,no,yes,,121.7,87,268.97,184.0,76,203.32,266.6,98,156.0,12.7,3,,1,No
1672,6640821596,1963-11-02,Ship broker,84,no,no,0.0,130.2,105,287.69,278.0,60,307.19,305.4,74,178.62,14.0,6,49.14,2,No
1673,8119370566,1970-03-07,Research scientist (maths),95,no,no,0.0,203.4,96,449.53999999999996,,61,186.29,173.0,105,101.27,13.7,3,48.1,2,No
1674,8488220556,1977-11-02,Web designer,16,no,no,0.0,174.7,83,386.09999999999997,280.8,122,310.31,171.7,80,100.49000000000001,10.5,8,36.92,5,No
1676,6034678004,1951-01-17,"Clinical scientist, histocompatibility and immunogenetics",93,no,no,0.0,141.7,95,313.17,221.0,100,244.26999999999998,227.1,71,132.86,10.2,3,35.75,0,No
1677,9250147949,2000-04-01,Clinical research associate,83,no,no,0.0,134.8,96,297.96000000000004,167.2,78,184.73000000000002,161.5,123,94.50999999999999,7.7,5,27.04,2,No
1678,9663395377,1967-06-26,"Scientist, research (life sciences)",123,no,no,0.0,163.1,119,360.49,249.4,51,275.59999999999997,168.2,77,98.41,9.0,10,31.590000000000003,1,No
1679,6670090232,1945-04-18,Operations geologist,64,no,no,0.0,145.5,116,321.62,228.4,110,252.33,273.4,91,159.9,8.9,8,31.2,1,No
1681,9893611517,2001-04-25,"Scientist, research (life sciences)",107,,no,0.0,194.5,97,429.91,186.3,131,205.92,178.3,106,104.25999999999999,12.7,1,,2,No
1682,8199810904,1986-10-07,Chief Marketing Officer,110,no,no,0.0,131.9,93,291.46000000000004,272.7,106,301.34,,105,112.84,7.1,4,24.96,1,No
1683,9833888163,1990-07-05,Race relations officer,96,no,yes,29.0,150.0,91,331.5,159.4,75,176.15,,55,133.38,8.5,3,29.9,1,No
1684,9047605490,1954-05-28,Optometrist,47,no,yes,30.0,196.6,,434.46000000000004,241.4,140,266.76,226.0,118,132.21,12.9,4,,2,No
1685,6129571701,1990-12-13,Food technologist,115,no,no,0.0,99.7,107,220.35,145.1,96,160.29,149.4,99,87.36,14.1,4,49.53,2,No
1686,9556998600,1989-11-08,Jewellery designer,69,no,no,0.0,143.6,88,317.33,,86,156.65,194.0,83,113.49000000000001,10.8,5,37.96,3,No
1687,6519999636,1994-07-01,Probation officer,163,no,yes,40.0,231.9,56,512.46,211.8,91,234.0,268.5,74,157.04,12.3,3,43.16,2,No
1688,6987107824,1977-01-20,Fitness centre manager,90,no,no,0.0,37.8,,83.59,,105,171.6,175.0,111,102.44,14.2,5,49.79,3,No
1689,6904631156,1953-01-04,Pension scheme manager,98,no,no,0.0,72.8,107,160.94,,103,205.92,175.3,110,102.57,10.5,4,36.92,3,No
1690,6830530316,1974-10-27,Horticultural consultant,90,no,yes,39.0,94.8,89,209.56,,91,242.06,197.4,65,115.44000000000001,11.4,5,40.04,1,No
1691,7971691319,1965-03-12,Operational researcher,174,no,yes,15.0,221.8,143,490.23,210.6,115,232.7,221.8,109,129.74,12.4,9,43.550000000000004,1,No
1694,8650146159,1998-05-01,Immunologist,123,no,yes,27.0,198.7,127,439.14,249.0,105,275.21000000000004,173.2,124,101.27,12.5,5,43.94,1,No
1696,9970080733,1965-04-04,Corporate treasurer,114,no,no,0.0,202.1,100,446.68,195.7,102,216.19,,120,170.69,13.3,5,46.67,2,No
1697,7236863974,1961-01-17,Copy,141,no,no,0.0,215.6,,476.45,200.6,81,221.65,153.8,107,89.96,12.4,6,43.550000000000004,1,No
1698,6085823465,1989-10-06,Water quality scientist,132,no,no,0.0,169.9,107,375.44,209.4,121,231.4,206.1,79,120.50999999999999,11.5,2,40.43,1,No
1699,6520934218,1982-12-13,Ecologist,133,no,no,0.0,201.7,85,445.77,169.4,116,187.20000000000002,286.3,80,167.44,6.0,4,21.060000000000002,0,No
1700,9618805933,1960-02-28,"Nurse, adult",133,no,no,0.0,221.1,133,488.6700000000001,160.2,140,177.06,161.8,84,94.64,8.4,3,29.51,4,No
1701,9150537020,1954-06-28,"Civil engineer, consulting",93,no,yes,32.0,218.7,,483.34,,61,127.13999999999999,192.7,85,112.71,9.4,5,33.02,2,No
1704,6402246275,1987-05-29,"Designer, industrial/product",96,no,yes,26.0,175.8,96,388.57,,84,228.27999999999997,178.0,105,104.13,11.1,2,39.0,2,No
1706,6856591038,1969-09-02,Ceramics designer,24,no,yes,29.0,236.3,105,522.21,190.8,114,210.85999999999999,129.0,105,75.53,7.2,2,,3,No
1707,7558319279,2005-04-09,Commercial horticulturist,54,no,no,0.0,273.8,113,605.15,119.6,156,132.21,267.6,117,156.51999999999998,11.7,3,41.08,1,No
1709,8478349338,1988-05-22,Structural engineer,92,no,yes,23.0,167.4,83,369.98,258.6,129,285.74,116.4,110,68.12,11.2,3,39.26,4,No
1710,8501715229,1979-02-05,Animal nutritionist,96,no,no,0.0,197.7,68,436.93,250.5,53,276.77,181.2,67,105.95,10.5,3,36.92,3,No
1711,9207999022,1942-09-08,Illustrator,146,no,no,0.0,169.5,93,374.66,230.9,71,255.19,269.8,115,157.82,9.0,7,,2,No
1712,9530623493,1999-09-22,"Surveyor, hydrographic",138,,yes,17.0,225.2,,497.64,173.4,88,191.62,,99,85.28,11.7,4,41.08,0,No
1713,6071697987,1947-01-08,Dealer,102,no,no,0.0,174.5,73,385.71000000000004,213.7,114,236.08,164.7,116,96.33,10.3,5,36.14,4,No
1715,7829189497,1988-07-11,Geochemist,99,no,no,0.0,200.0,66,442.0,107.9,104,119.21,233.7,82,136.76,11.4,2,40.04,3,No
1716,7587094264,1980-07-28,Licensed conveyancer,83,no,yes,36.0,95.9,87,211.9,261.6,105,289.12,228.6,109,133.76999999999998,13.3,4,46.67,0,No
1717,6344213195,1957-02-10,Exercise physiologist,36,no,yes,25.0,152.8,110,337.74,242.8,67,268.32,147.4,74,86.19,9.1,2,31.98,1,No
1718,9812870862,1966-08-13,Music therapist,70,,no,0.0,129.9,102,287.03999999999996,208.7,133,230.61999999999998,231.4,93,135.33,14.3,3,50.18,1,No
1720,6507705269,1951-01-23,"Radiographer, diagnostic",100,no,no,0.0,188.5,152,416.65,148.3,115,163.93,179.8,88,105.17,15.2,5,53.3,2,No
1721,9080674359,1976-05-04,Printmaker,104,no,no,0.0,170.6,97,377.0,162.1,111,179.14,210.7,131,123.24000000000001,6.1,1,,1,No
1722,6835396855,1960-02-21,Logistics and distribution manager,106,no,no,0.0,191.4,124,423.02,200.7,116,221.77999999999997,,76,134.54999999999998,8.2,3,28.73,1,No
1723,7614871182,1947-03-09,"Surveyor, commercial/residential",84,no,no,0.0,75.3,96,166.4,179.9,113,198.76999999999998,193.8,134,113.36000000000001,12.3,1,43.16,1,No
1724,7337278759,1948-11-28,Chiropractor,80,no,no,0.0,149.8,,331.11,,75,305.37,241.4,75,141.18,10.9,7,38.22,2,No
1725,7478276977,1955-10-01,Garment/textile technologist,100,no,no,0.0,115.9,87,256.09999999999997,111.3,56,122.98000000000002,170.2,77,99.58,7.1,4,24.96,1,No
1726,6255462139,2003-03-11,Tax inspector,99,no,no,0.0,128.8,86,284.7,203.9,105,225.28999999999996,282.6,131,165.36,14.1,4,49.53,2,No
1727,8955552027,1958-02-08,IT trainer,50,no,no,0.0,131.7,,291.07,216.5,103,239.2,196.1,126,114.66,11.0,5,38.61,1,No
1728,9907752567,1991-08-27,Electrical engineer,105,no,no,0.0,101.4,48,224.11999999999998,159.1,119,175.76,259.2,53,151.58,12.2,2,42.77,1,No
1729,8768774936,1981-10-26,Arts development officer,113,,yes,23.0,149.0,,329.28999999999996,235.8,67,260.52,201.8,76,118.04,9.5,5,33.41,4,No
1730,6685804137,1943-12-07,Clinical research associate,111,no,yes,36.0,96.8,,213.98000000000002,170.6,105,188.5,166.0,85,97.11,13.4,4,,2,No
1731,8536980836,1950-03-11,Illustrator,161,,no,0.0,107.5,121,237.64000000000001,256.4,46,283.27,,131,144.56,12.6,3,44.199999999999996,2,No
1733,6679940358,1980-05-01,"Teacher, music",97,no,yes,43.0,121.1,105,267.67,260.2,115,287.56,222.4,100,130.13,8.3,5,29.120000000000005,3,No
1734,8689879658,1990-09-25,"Nurse, learning disability",130,no,no,0.0,124.3,70,274.69,270.7,99,299.13,239.5,83,140.14,3.5,6,,0,No
1735,9778391292,1994-12-13,"Scientist, marine",92,no,no,0.0,157.7,101,348.53,298.6,100,329.94,,99,126.88,13.8,3,48.49,1,No
1736,9923434512,1942-12-10,Diagnostic radiographer,119,,no,0.0,124.3,68,274.69,207.1,88,228.8,157.4,93,92.04,14.8,1,52.0,0,No
1738,8362280278,1947-05-14,Film/video editor,134,no,no,0.0,141.7,95,313.17,205.6,101,227.24,218.5,60,127.79,8.8,6,30.939999999999998,0,No
1739,6274329214,1980-08-13,"Programmer, multimedia",127,no,yes,25.0,173.0,91,382.33,245.8,64,271.57,300.0,99,175.5,4.8,3,16.900000000000002,0,No
1741,6107989399,1956-05-18,Arts development officer,153,no,yes,31.0,218.5,130,482.95,134.2,103,148.33,118.9,105,69.55,9.4,6,33.02,0,No
1742,8772081848,1989-11-23,Jewellery designer,85,no,no,0.0,255.3,114,564.1999999999999,194.6,83,215.01999999999998,276.6,78,161.85,3.7,5,13.0,3,No
1743,9059469081,1991-12-12,Insurance account manager,79,no,no,0.0,41.9,124,92.56,211.0,95,233.22000000000003,237.9,55,139.23000000000002,11.4,5,40.04,1,No
1744,9230628460,1947-06-11,Patent examiner,35,no,no,0.0,260.8,87,576.4200000000001,258.1,78,285.22,131.3,123,76.83,5.8,2,20.41,1,No
1745,9419764559,2001-08-08,Electrical engineer,120,no,yes,26.0,239.4,94,529.1,259.4,88,286.65000000000003,,132,139.23000000000002,7.7,3,27.04,0,No
1746,8039213873,1997-12-02,Technical brewer,68,no,no,,226.7,94,501.02,168.4,129,186.03,,117,110.37,10.2,1,35.75,0,No
1748,6596301573,1955-03-31,"Engineer, energy",120,no,no,,158.0,110,349.18,197.0,103,217.75,154.9,132,90.61,10.0,5,35.1,1,No
1749,8161589961,2004-05-08,"Engineer, mining",71,no,yes,23.0,175.7,82,388.31,258.9,136,286.13,268.4,154,157.04,14.1,7,49.53,1,No
1750,8366259759,2000-05-25,Nature conservation officer,124,no,no,0.0,157.4,,347.88,167.8,112,185.38,188.8,102,110.5,8.8,3,,3,No
1752,9149051611,1977-09-08,Dealer,225,no,no,,182.7,142,403.78,246.5,63,272.34999999999997,218.0,103,127.53,8.8,2,30.939999999999998,1,No
1754,6881617687,1989-08-07,IT technical support officer,63,no,no,0.0,142.5,92,314.99,208.3,102,230.23000000000002,,120,133.9,7.5,2,26.389999999999997,2,No
1756,6925611679,1957-08-10,Advertising copywriter,80,yes,yes,15.0,159.3,110,352.03999999999996,170.6,120,188.5,141.2,82,82.55,11.9,5,41.73,1,No
1757,9052415275,1979-04-16,Theatre stage manager,118,,yes,39.0,153.8,106,339.95,123.3,111,136.24,117.8,103,68.89999999999999,9.2,6,32.24,1,No
1758,8843978291,1967-04-08,Water engineer,42,yes,no,0.0,180.7,127,399.36,174.6,94,192.92,165.3,114,96.72,12.0,6,42.120000000000005,2,No
1759,8231400927,1993-02-15,Mudlogger,134,no,no,0.0,202.7,105,447.98,,90,248.56,253.9,108,148.59,12.1,7,42.51,0,No
1760,9852004199,2005-05-06,Market researcher,66,no,yes,35.0,190.8,,421.71999999999997,,93,288.73,209.5,108,122.59,8.9,6,,0,No
1761,7632119626,1990-03-07,Barrister's clerk,66,,no,0.0,205.1,102,453.30999999999995,232.7,109,257.14,259.9,95,152.1,9.2,6,,2,No
1762,7249798430,1963-08-30,Facilities manager,127,no,yes,28.0,235.6,124,520.65,236.8,113,261.69,241.2,127,141.04999999999998,7.7,2,,1,No
1763,6139072470,1956-04-20,Magazine journalist,146,no,no,0.0,189.3,,418.34,155.9,128,172.25,186.0,83,108.80999999999999,7.4,3,,0,No
1764,9399272403,1991-12-16,Teaching laboratory technician,93,no,yes,42.0,166.9,,368.81,273.2,84,301.86,171.0,106,99.97,11.5,1,40.43,1,No
1767,6326484599,1944-08-24,"Scientist, clinical (histocompatibility and immunogenetics)",125,no,no,0.0,182.3,64,402.87,139.8,121,154.44,171.6,96,100.36,11.6,7,40.69,2,No
1768,8129640752,2004-10-02,Pensions consultant,115,no,yes,14.0,192.3,86,424.96999999999997,88.7,90,98.02,229.4,120,134.16,10.5,3,36.92,2,No
1770,9244668389,1958-11-15,Health service manager,114,no,no,0.0,193.0,101,426.53000000000003,250.0,81,276.25,133.3,79,78.0,9.6,2,,2,No
1771,6100751204,1998-09-10,Hydrologist,106,no,no,0.0,158.6,112,350.48,220.0,114,243.1,,106,147.94,9.1,3,31.98,0,No
1772,7509601271,1959-05-15,"Engineer, production",118,,yes,39.0,91.5,125,202.28,219.9,113,242.97000000000003,229.0,99,134.03,12.7,8,44.59,2,No
1773,9777860355,1970-01-30,"Research officer, trade union",59,no,no,0.0,153.6,92,339.43,205.5,88,227.10999999999999,114.5,89,66.95,12.5,10,43.94,1,No
1774,9985956896,1994-11-25,Toxicologist,87,yes,yes,40.0,221.6,79,489.71000000000004,157.1,74,173.54999999999998,222.4,124,130.13,11.5,3,40.43,1,No
1775,7015276622,1985-06-03,Press sub,21,no,no,,244.7,81,540.8000000000001,168.0,117,185.64,281.5,87,164.71,6.6,1,23.14,1,No
1776,9725885875,1967-10-23,"Lecturer, higher education",142,no,yes,24.0,239.8,103,530.01,285.9,65,315.90000000000003,256.7,106,150.15,9.5,4,33.41,0,No
1777,8635060369,1963-05-29,Biomedical scientist,62,no,no,,172.4,132,381.03,230.5,100,254.67,228.2,109,133.51,11.0,5,38.61,0,No
1779,8559777601,1999-06-09,Market researcher,54,no,yes,39.0,117.6,82,259.87,159.2,60,175.89,236.4,113,138.32,11.3,10,39.65,2,No
1780,8996503169,1953-03-30,Further education lecturer,112,no,no,0.0,174.5,127,385.71000000000004,259.3,71,286.52,,120,99.71,11.3,7,39.65,1,No
1781,7989384104,1964-01-22,Barista,68,no,no,0.0,157.3,83,347.62,220.9,85,244.14000000000001,,129,128.04999999999998,12.0,7,42.120000000000005,1,No
1782,6137716368,1994-05-04,Oncologist,201,no,yes,21.0,192.0,97,424.32,239.1,81,264.16,116.1,125,67.86,15.1,3,53.04,1,No
1783,9846359355,1967-12-19,Geochemist,88,no,no,0.0,218.2,76,482.1700000000001,169.3,60,187.07,141.1,99,82.55,8.0,1,28.080000000000002,1,No
1784,9738407898,1948-09-07,Publishing copy,85,no,yes,29.0,144.6,97,319.53999999999996,140.0,102,154.70000000000002,165.4,148,96.72,10.9,3,38.22,1,No
1786,7911254945,1946-06-03,"Engineer, energy",45,no,yes,29.0,135.8,104,300.17,222.5,101,245.83,235.6,92,137.79999999999998,7.9,6,,2,No
1787,9510231515,2001-04-29,Public affairs consultant,116,,no,0.0,160.7,69,355.16,,106,162.24,287.8,144,168.35,8.2,5,28.73,0,No
1788,9554596956,1978-06-07,"Pharmacist, hospital",146,no,yes,31.0,202.5,91,447.59,241.4,108,266.76,169.6,77,99.19,7.8,2,27.43,1,No
1789,9519425897,1994-12-16,Technical brewer,63,no,yes,34.0,152.2,119,336.31,227.1,91,250.9,195.7,103,114.53,12.3,5,43.16,1,No
1790,6364081402,1994-08-26,Commissioning editor,133,no,no,0.0,227.4,90,502.5799999999999,73.2,135,80.86,114.3,99,66.82,4.7,7,16.51,0,No
1791,8343032916,1987-02-12,Television/film/video producer,125,no,no,0.0,191.6,115,423.41,205.6,108,227.24,210.2,123,122.98000000000002,9.2,3,32.24,2,No
